,url,segment_no,cumle_icerigi,sözcük_sayisi
412,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,12,"Şulepov, üç gün sonra başka bir video yayımlayarak sözlerini geri almış ve bu kaydı, ""duygularına hâkim olamadığı bir anda"" kaydettiğini söylemişti.",21
413,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,13,Şulepovun son videosunu Novousmanskaya Hastanesinin başhekimi Igor Potaninle çekti.,9
414,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,14,Potanin videoda hastane çalışanlarının koruyucu malzeme eksiği olmadığını söylüyor.,9
415,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,15,Novousmanskaya Hastanesinin açıklamasında Şulepovun koronavirüs olduğunu bildirmesinden sonra mesaiden alındığı ve tedavi gördüğü belirtildi.,14
416,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,16,"CNNe göre Şulepov, pencereden düşen üçüncü doktor oldu.",8
417,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,17,Sibiryanın Krasnoyarsk kentinde bir hastanenin başhekim vekili olan 47 yaşındaki Elena Nepomnyaşçaya 1 Mayısta hayatını kaybetmişti.,16
418,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,18,Sağlık Bakanlığının açıklamasında koronavirüs hastası olan doktorun bir hafta yoğun bakımda kaldıktan sonra öldüğünü duyurdu.,15
419,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,19,Rusyada yeni tip koronavirüs tespit edilen kişi sayısı 155 bin 370e ulaşarak Avrupa ülkelerindeki vaka sayısına yaklaştı.,17
420,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,20,Son 24 saatte 10 binden fazla vaka görüldü.,8
421,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,21,Ölü sayısı ise 95 artarak bin 451e yükseldi.,8
422,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,22,"Rusya Koronavirüs Enfeksiyonu Kontrol ve Önleme Merkezinden yapılan açıklamaya göre, son 24 saatte 10 bin 102 kişide daha Kovid-19 görülmesiyle vaka sayısı 155 bin 370e çıktı.",26
423,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,23,"Böylece Rusya, Kovid-19 vaka sayısı bakımından 165 bin hastayı geçen Almanyaya yaklaşmış oldu.",13
424,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,24,"Son iki gündür günlük vaka sayısının 10 binin altına düşmediği ülkede ölü sayısı 95 artarak 1451e, iyileşen sayısı da 1770 artarak 19 bin 865e yükseldi.",25
425,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,25,"Öte yandan ülkedeki vaka sayısında günlük artış oranı yüzde 7 olurken, yeni vakaların yüzde 49,1i hastalık belirtisi taşımıyor.",18
426,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,26,"Yeni vakaların yüzde 46,4ünün 18 ila 45 yaşında, yüzde 34ünün 46 ila 65 yaşında, yüzde 10,3ünün 66 yaş üstü, yüzde 9,3ünün de çocuk olduğu kaydedildi.",25
427,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,27,Salgının en çok hissedildiği başkent Moskovada vaka sayısı 5 bin 714 artarak 80 bin 115 oldu.,16
428,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,28,"Moskovadaki vaka sayısında günlük artış oranının yüzde 7,7 olduğu belirtildi.",10
429,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,29,"Rusya İnsan Sağlığı ve Tüketici Haklarını Koruma Servisinden yapılan açıklamada, yaklaşık 222 bin 510 kişinin gözetim altında tutulduğu ve şimdiye kadar bu kişilerin sayısının 806 bin 709 olduğu bildirildi.",29
430,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,30,"Açıklamada, bugüne kadar 4 milyon 460 binden fazla test yapıldığı kaydedildi.",11
431,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,31,"Rusya Savunma Bakanlığından yapılan açıklamaya göre, orduda virüs tespit edilenlerin sayısı 130 artarak 1384e ulaştı, 2 kişi ağır durumda bulunuyor.",20
432,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,32,"Ordudaki 349 sivil çalışanın yanı sıra Bakanlığa bağlı okullarda 1456 kişide virüs görüldü, toplam 253 hasta ise sağlığına kavuştu.",19
433,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,33,"Rusyada, ilk Covid-19 vakası 31 Ocakta Tümen ve Sibiryanın güneyindeki Transbaykal bölgelerinde iki Çin vatandaşında tespit edilmişti.",17
434,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,0,Milyonlarca insana enfekte olan koronavirüs salgını; ekonomiden sağlık sistemine kadar her bir alanda etkisi gösterdi.,15
435,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,1,"Çeşitli etmenler sebebiyle iş kolları, eğitim, turizm vb.",8
436,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,2,alanlar büyük ölçüde olumsuz etkilenirken bunlara bir örnek de Ganada adet olduğu üzere cenazelerde dans ederek tabut taşıyan dansçılar oldu.,20
437,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,3,Gana kültüründe cenazeler sadece yas değil aynı zamanda kutlama zamanı olarak da görülüyor.,13
438,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,4,"Yakınları, ölen kişinin hayatını kutlamak için bir araya gelip dans ediyor.",11
439,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,5,Bu kutlamalar birçok kişiye de iş kapısı açıyor.,8
440,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,6,Benjamin Aidoo ve dans grubu da dans ederek tabut taşıyıp ve bu sayede para kazanıyordu.,15
441,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,7,"Ancak Aidoo, koronavirüs salgını nedeniyle işlerinin azaldığından yakınıyor.",8
442,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,8,"BBC Afrika Servisinden Sulley Lansaha konuşan Aidoo, salgından sonra dünyayı dolaşıp insanlara danslarını öğreteceklerini, bu şekilde ölenlere nasıl saygı gösterdiklerini anlatacaklarını söyledi.",22
443,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,9,Ganada koronavirüse yakalanan insanların sayısı 2.,6
444,https://www.sondakika.com/haber/haber-gana-nin-dansci-tabut-tasiyicilari-koronavirus-13190987/,10,"719, hayatını kaybedenlerin sayısı ise 18 olarak açıklandı.",8
445,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,0, İngilterede film senaryolarını aratmayan bir olay yaşandı.,8
446,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,1,"İngilterenin Devon bölgesindeki Plymouth şehrinde yaşayan Jake Brown, koronavirüs (Kovid-19) nedeniyle sürekli evde olduğu için sıkılarak yeni aldığı evinde değişiklikler yapmaya karar verdi.",23
447,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,2,"Çalışmalara başlayan Brown, duvarların birinin dokusunun farklı olduğunu fark ederek duvarda delik açtı.",13
448,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,3,"Duvarın arkasında geniş ve boş bir alan olduğunu gören Brown, bu alanı incelemeye başladı.",14
449,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,4,Brown daha sonra bunun bir tünel olduğunu keşfetti.,8
450,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,5,Brown incelemeleri sırasında tünelin içerisinde boya kutuları ve tarihi 1964 yılına dayanan eski bir gazete buldu.,16
451,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,6,"Ayrıca Brown, tünelin içinde bulduğu boya kutularının neredeyse 1900lerin başından olduğunu da fark etti.",14
452,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,7,"Bunun üzerine Brown, tarihçi arkadaşı Richard Fisher ile irtibata geçerek, bulduklarını anlattı.",12
453,https://www.sondakika.com/haber/haber-ingiltere-de-karantinadan-sikilan-adam-evinin-13189677/,8,"Richard ise bölgenin o zamanlar Windridge Hill adında büyük bir tepe olduğunu belirterek, evlerin kiler gibi yer altı alanları ile inşa edildiğini ve bu gibi yerlerin daha sonra şarap mahzenlerine hatta mağara tipi banyo alanlarına dönüştürüldüğünü gördüğünü belirtti.",38
454,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,0,"ABDnin California eyaletinde otoyolda polisten kaçan zanlılar, içerisinde 915 bin dolardan fazla para bulunan iki karton kutuyu yol kenarına attı.",20
455,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,1,"New York Postun haberine göre, California otoyol devriye polisi, Los Banosta eyaletler arası yolda birlikte seyahat ettikleri düşünülen üç arazi aracından birinin peşine düştü.",24
456,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,2,Bu sırada diğer araçlardan birinin sürücüsü polisi engellemeye çalıştı.,9
457,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,3,Kovalamaca devam ederken takip edilen aracın şoförü yol kenarında durarak iki karton kutuyu buraya bıraktı.,15
458,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,4,"Polis, kutularda 915 bin dolar nakit para buldu, eğitimli köpek de paraların üzerinde uyuşturucu kokusu aldı.",16
459,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,5,"Takip edilen dahil iki aracın New Yorklu sürücüleri gözaltına alınırken, kovalamaca sırasında polisi engellemeye çalışan aracın şoförü kaçmayı başardı.",19
460,https://www.sondakika.com/haber/haber-abd-de-polis-kovalamacasi-sirasinda-yol-kenarina-13189653/,6,Gözaltına alınanların parayla marihuana almayı planladığından şüpheleniliyor.,7
461,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,0," Çinin Vuhan kentinde başlayan, dünyada çok sayıda insana bulaşan ve Dünya Sağlık Örgütünün artık ""Pandemi"" olarak sınıflandırdığı koronavirüs (Kovid-19) karşısında bir çok Batı ülkesi tedbir almakta başarısız olurken, Türkiyenin geldiği nokta dünya basını tarafından örnek gösteriliyor.",37
462,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,1,"Dünyanın en etkili haber ajansı Agence France-Presse (AFP), ABDli ünlü kanal CNN International İstanbula gelerek, Türkiyenin koronavirüs salgınına ilişkin mücadelesindeki başarısını yerinde inceledi.",23
463,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,2,Agence France-Presse (AFP)in haberinde ise İstanbul Avrupa İl Ambulans Servisi Başhekimi Uzm.,12
464,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,3,Dr. Fatih Türkmenin verdiği bir röportaj yer aldı.,8
465,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,4,Türkmen röportajında koronavirüs sürecindeki çalışma aşamalarını detaylarıyla anlattı.,8
466,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,5,"Ajans abonelerine duyurduğu haberde, Doktor Türkmenin ""Emin olduğumuz tek şey hazırlıklı olacağımızdır"" sözünü ön plana çıkardı.",16
467,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,6,ABDnin prestijli kanalı CNN International ekibi de İstanbula gelerek Türkiyenin sağlık sistemi hakkında çalışma gerçekleştirdi.,15
468,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,7,"Koronavirüsle mücadele kapsamında dünyaya örnek olan Türkiye, filyasyon çalışmalarıyla da dikkat çekti.",12
469,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,8,"Türkiyenin koronavirüsle mücadeledeki başarısını araştırarak dünyaya duyuran CNN International ekibi, filyasyon çalışmalarını inceledi.",13
470,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,9,"Türkiyenin vakaları ve çevresini nasıl takip ettiğini aktaran CNN International, İstanbulda gördüklerine hayran kaldı.",14
471,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,10,"CNN International ekibi, Türkiyenin sağlık sistemin olduğu gibi filyasyon çalışmalarını da dünyaya örnek olarak gösterdi.",15
472,https://www.sondakika.com/haber/haber-yabanci-basinin-gozu-turk-saglik-sistemindeki-13189608/,11,Öte yandan DSÖ Türkiye Sağlık Güvenliği Projesi Koordinatörü Shaikh da Türkiyenin koronavirüse karşı aldığı tedbirler ve izlediği politikalarla dünyaya örnek olduğunu belirtmişti.,22
473,https://www.sondakika.com/haber/haber-rus-lider-putin-den-kim-jong-un-a-madalya-13188949/,0," Rusya Devlet Başkanı Vladimir Putin, Kuzey Kore lideri Kim Jong-una Büyük Vatan Savaşındaki Büyük Zaferin 75.",17
474,https://www.sondakika.com/haber/haber-rus-lider-putin-den-kim-jong-un-a-madalya-13188949/,1,Yıldönümü Madalyası verdi.,3
475,https://www.sondakika.com/haber/haber-rus-lider-putin-den-kim-jong-un-a-madalya-13188949/,2,"Kuzey Koredeki Rusya Büyükelçiliğinin sosyal medya hesabından, madalyanın Büyükelçi Aleksandr Matsegora tarafından Kuzey Kore Dışişleri Bakanı Le Son Gvona takdim edildiği açıklandı.",22
476,https://www.sondakika.com/haber/haber-rus-lider-putin-den-kim-jong-un-a-madalya-13188949/,3,"Madalyanın Kim Jong-una, Kuzey Kore topraklarında ölen askerlerin anısına gösterdiği büyük kişisel saygı nedeniyle verildiği bildirildi.",16
477,https://www.sondakika.com/haber/haber-rus-lider-putin-den-kim-jong-un-a-madalya-13188949/,4,1950-1953 yılları arasında Korenin ikiye bölünmesiyle sonuçlanan savaş sırasında SSCB Kuzey Koreye büyük ekonomik destek sağlamıştı.,16
478,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,0,Endonezyada bisiklet üzerinde hızla yol alan bir maymunun küçük bir kız çocuğunu kaçırma girişiminde bulunduğunu gösteren video şaşkınlık yarattı.,19
479,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,1,Bir süre maymun tarafından yerde sürüklenen küçük kızın alnında çizikler oluştu.,11
480,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,2,"Endonezyada çekilen bisikletli maymun videosu, görenleri hayrete düşürdü.",8
481,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,3,"Görüntüde bisiklet süren maymun, ileride kucağında bebeği olan bir kadının yanında oturan kız çocuğunu sürükleyerek kaçırmaya çalışıyor.",17
482,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,4,"Çevrede bulunan kişilerin hareketlenmesi üzerinde maymun, yaklaşık 3 metre sürükledikten sonra çocuğu bırakarak kaçıyor.",14
483,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,5,Endonezya basınına göre olay ülkenin Doğu Java ilinin Surabaya semtinde sokak gösterilerinin yapıldığı sırada yaşandı.,15
484,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,6,Maymun tarafından sürüklenen çocuğun alnında çizikler oluştuğu bildirildi.,8
485,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,7,"Videoyu çeken Jasa Supanji adlı kişi, Storyfula yaptığı açıklamada, söz konusu olayın insanların sokak gösterilerini izlemek için toplandığı sırada yaşandığını söyledi.",21
486,https://www.sondakika.com/haber/haber-bisikletli-maymunun-cocuk-kacirma-girisiminin-13188920/,8,Öte yandan maymunun olay sonrası etraftaki kişilerce dövüldüğü ve çok sayıda kişinin de hayvana şiddet uygulandığı için tepki gösterdiği belirtildi.,20
487,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,0,İngiliz bilim insanları yeni tip koronavirüsün en detaylı görüntülerini paylaştı.,10
488,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,1,Yayımlanan görsellerde virüsün bağırsaklarda kendini nasıl çoğalttığı ve verdiği hasar görülüyor.,11
489,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,2,Dundee Üniversitesi Yaşam Bilimleri Okulu araştırmacıları dünya çapında 268 bindenfazla kişiyi öldüren yeni tip koronavirüsün (Kovid-19) kaydedilen en büyük ve en yüksek çözünürlüklü fotoğraflarını paylaştı.,25
490,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,3,"Bilim insanları virüsü görüntülemek için Hollandadaki Hubrecht Enstitüsü, Erasmus MC Üniversitesi Tıp Merkezi ve Maastricht Üniversitesi ile birlikte çalıştı.",19
491,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,4,Ultra güçlü bir mikroskoplagörüntülenen insan bağırsağının bir doku modelinde Sars-CoV-2 (Yeni tip corona virüs) parçacıklarının yayılımını görülüyor.,17
492,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,5,Söz konusu fotoğrafların her birinin boyutunun 30 ile 50 gigabyte arasında olduğu belirtildi.,13
493,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,6,"Bununla birlikte, Kantitatif Hücre Biyolojisi Profesörü Jason Swedlow liderliğindeki ekip, dünyanın en güçlü mikroskopları ve görüntüleme sistemleri kullanılarak kaydedilen çok büyük ve karmaşık görüntüler için bir yayın sistemi olan Görüntü Veri Kaynağını (IDR) oluşturdu.",34
494,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,7,"Öte yandan, bilim insanları Kovid-19un bağırsak hücrelerine bulaşabileceğini ve orada çoğalabileceğini keşfetti.",12
495,https://www.sondakika.com/haber/haber-hasarin-en-net-goruntusu-koronavirus-sindim-13188404/,8,"İnsan bağırsağına ait hücre kültürü modellerini kullanan araştırmacılar,virüsü test tüplerinde başarıyla büyüttüler ve bağırsak hücrelerinin virüse tepkisini izlediler.",18
496,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,0," Almanyada koronavirüs salgını ile mücadele kapsamında ibadetlere ara verilen camiler, 9 Mayıstan itibaren belli şartlara uyularak yeniden ibadete açılacak.",20
497,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,1,"Bu kapsamda camilerde genel temizlik işlemlerine başlanırken;Diyanet İşleri Türk İslam Birliği (DİTİB), İslam Kültür Merkezleri Birliği (VIKZ), Almanya Müslümanları Merkez Konseyi (ZMD), İslam Toplumu Milli Görüş Teşkilatı gibi İslami cemaatlerin oluşturduğu Almanya Müslümanları Koordinasyon Konseyi (KRM) konu ile ilgili bir bildiri yayımladı.",42
498,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,2,Almanyadaki Müslümanların büyük çoğunluğunu temsil eden KRMye bağlı bulunmayan camilerin ise eyaletlerde alınan farklı tarihlere bağlı olarak yeniden ibadete açılabileceği kaydedildi.,21
499,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,3,"Yapılan açıklamada camilerde 9 Mayıstan itibaren ilk aşamada sadece sabah, öğle ve ikindi namazlarının cemaat ile kılınabileceği aktarılırken; mukabelelerin, camilerde günlük olarak saat 12.",24
500,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,4,30da okunacağını açıkladı.,3
501,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,5,"KRM, camilerde cuma ve teravih namazlarının ise ikinci bir karara kadar kılınamayacağını ifade ederken, konuyla ilgili hazırlanan afiş, bilgi broşürü ve kamu spotu bugün kamuoyuyla paylaşılacağını duyurdu.",27
502,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,6,"DİTİB Genel Başkanı Kazım Türkmen, teşkilatın eyalet birlikleri başkanlarına ""Koronavirüs tedbirleri"" konulu bir yazı gönderdi.",15
503,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,7,"Türkmen, teşkilatlara gönderdikleri yazıda camilerin açılması ile ilgili 30 Nisan tarihini beklemeleri gerektiğini ve normalleşme çalışmalarının da o tarihten sonra değerlendirileceklerini ifade etti.",23
504,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,8,"Türkmen, gelinen noktada eyaletlerin ve belediyelerin camilere toplu ibadete başlanabileceğine dair yazılar gönderdiğini dile getirirken, virüs tehlikesinin henüz tam olarak geçmediğini hatırlattı.",22
505,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,9,"Türkmen, ""Koronavirüs tedbirleri kapsamında bugüne kadar yürüttüğümüz ve her kesimden takdir alan başarılı çalışmalar ve emeklerimiz boşa gitmemesi için dini cemaatler olarak yeni kararlar almak durumunda kaldık.",27
506,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,10,"Buna göre camilerimizi cemaatle ibadete kademeli olarak 9 Mayıs 2020 tarihinden itibaren, farklı bir gelişme ve olumsuz bir durum olmaması durumunda sabah, öğle ve ikindi namazları ile mukabele takibi şeklinde açmaya karar vermiş bulunuyoruz.",34
507,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,11,dedi.,1
508,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,12,Türkmen açıklamalarına şu şekilde devam etti: Bu süreçte gerek derneklerimiz gerekse cemaatimiz fiziken ve ruhen bir iki gün içinde göndereceğimiz konsepte kendilerini hazırlamaları elzemdir.,24
509,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,13,"Aksi takdirde derneklerimiz ve din görevlilerimiz zor duruma düşebilir, istenmeyen tartışmalara sürüklenebilir.",12
510,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,14,İbadetlerin belirli şartların yerine getirilmesi koşuluyla camilerin açılabilecek olması kararı memnuniyetle karşılandı.,12
511,https://www.sondakika.com/haber/haber-almanya-da-9-mayis-tan-itibaren-camiler-ibadete-13188652/,15,"Camilerin toplu ibadete açılmasının heyecanı ve mutluluğu bizlere insan hayatının kıymetini ve alınması gereken tedbirleri asla unutturmamalı tam aksine hem Rabbimize şükretmeyi hem de bir daha bu karardan geri dönüş olmaması için gönderilecek kurallara azami ölçüde hassasiyet göstermemiz gerektiğini hatırlatmalıdır""",40
512,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,0,"Çinin Wuhan kentinde ortaya çıkan ve kısa sürede dünyayı etkisi altına alan yeni tip koronavirüs salgını (Kovid-19) nedeniyle en fazla can kaybının kayda geçtiği ülke olan ABDde, Kovid-19 hastalarında ""mutlu oksijen yetmezliği"" adı verilen bir belirti ortaya çıktı.",38
513,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,1,"Bu belirtiye sahip hastalar, kandaki oksijen doygunluk seviyesi kötü olmasına rağmen sağlıklı görünüyor.",13
514,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,2,"Bazı Kovid-19 hastalarında ""mutlu oksijen yetmezliği"" adı verilen, göstergeler kötü olmasına rağmen hastaların kendini iyi hissettiği durumun gözlemlendiği belirtildi.",19
515,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,3,"New Yorklu doktor Reuben Strayer, Sciencemaga açıklamasında, ""Monitörde gördüğümüz ile hastanın nasıl göründüğü arasında büyük bir uyumsuzluk görüyoruz"" dedi.",19
516,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,4,"Doktor, Kovid-19 hastalarının bu özelliğine şaşırdığını itiraf etti.",8
517,https://www.sondakika.com/haber/haber-koronavirusun-mutlu-oksijen-yetmezligi-13188623/,5,"Sao Paulolu göğüs hastalıkları uzmanı Elnara Marcia Negri de sağlıklı insanların kanındaki oksijen doygunluk seviyesinin en az yüzde 95 olduğunu hatırlatarak Kovid-19 hastalarında bu seviyenin yüzde 80, 79 ve hatta 50lere düşmesine rağmen onların sağlıklı görünebildiğini söyledi.",37
518,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-koronavirus-uzun-sure-13188586/,0," Dünya Sağlık Örgütü Genel Direktörü Dr. Tedros Adhanom Ghebreyesus, DSÖnün İsviçrenin Cenevre kentindeki merkezinde, video konferans yöntemiyle basın toplantısı düzenledi.",21
519,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-koronavirus-uzun-sure-13188586/,1,"Avrupa Birliği (AB) Komisyonu öncülüğünde gün içinde düzenlenen ""Koronavirüs Küresel Mukabele Uluslararası Taahhüt Etkinliği""ne 40 ülkeden liderin katıldığını belirten Ghebreyesus, Kovid-19 aşısı, teşhisi ve tedavilerinin araştırılması ve geliştirilmesi için toplam 7,4 milyar dolar taahhüt edildiğini anımsattı.",36
520,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-koronavirus-uzun-sure-13188586/,2,"Ghebreyesus, etkinliğin küresel dayanışmanın güçlü ve ilham verici bir göstergesi olduğuna işaret ederek ""(Kovid-19dan) herkes eşit şekilde korunmalı.",18
